,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,Documentary,Sci-Fi,Drama,N/A,Fantasy,Horror,Thriller,Action,Adventure,War,Comedy,Music,Mystery,History,Biography,Crime,Family,Romance,Western,Sport,News,Animation,Musical,Short,Reality-TV,Game-Show
1739,World Cup Soccer in Africa: Who Really Wins?,2010,N/A,15 Jun 2010,74 min,"Documentary, Sport",Craig Tanner,Craig Tanner,"Mike Cooper, Craig Tanner",This is a documentary about the 2010 World Cup in South Africa.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNzc3Mjk3Njk3Ml5BMl5BanBnXkFtZTgwMjk0MjEyNjE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt4768866,movie,15 Jun 2010,N/A,Disinformation,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1740,ThanksKilling 3,2012,NOT RATED,13 Nov 2012,99 min,"Comedy, Horror",Jordan Downey,"Jordan Downey, Mike Will Downey, Kevin Stewart","Daniel Usaj, Joe Hartzler, Preston Altree, Benjamin Siemon","Fowl-mouthed villain Turkie carves through the likes of a rapping grandma, a mindless puppet, a wig-wearing inventor, a bisexual space worm, and their equally ridiculous friends on his quest to recover the last copy of ""ThanksKilling 2"".",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTU0NjEwNDQ5NF5BMl5BanBnXkFtZTgwMDYyODQyOTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.2/10'}]",N/A,3.2,608,tt2106675,movie,15 Oct 2013,N/A,Gravitas Ventures,N/A,True,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,Kenny Chesney: Summer in 3D,2010,NOT RATED,21 Apr 2010,99 min,"Documentary, Music",Joe Thomas,Holly Gleason,"Ryan Brown, Kenny Chesney","Country music singer Kenny Chesney performs live in Pittsburgh, Philadelphia, Seattle, Indianapolis and Foxboro, Massachusetts.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOTA3NTc5NTY5NF5BMl5BanBnXkFtZTcwMTAyMzMzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,7.9,56,tt1545098,movie,08 Mar 2011,N/A,Sony Pictures,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1742,In Memorium,2005,N/A,09 Nov 2010,73 min,Horror,Amanda Gusack,Amanda Gusack,"Erik McDowell, Johanna Watts, Levi Powell, Mary Portser","After being diagnosed with a terminal cancer, Dennis moves with his girlfriend Lily to a new home, where he installs cameras and microphones everywhere to record his last months of life, in...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTI1Nzc5OTExN15BMl5BanBnXkFtZTcwNjk2MzQzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}]",N/A,4.7,572,tt0491777,movie,N/A,N/A,N/A,N/A,True,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,A Dangerous Woman,2004,N/A,N/A,63 min,N/A,Larry Gamell Jr.,Larry Gamell Jr.,"Cazimir Milostan, Larry Gamell Jr., Elliot Hill, Meline Tovmasian",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNjAzOGU3ZTItMmQ1ZS00ODU2LWJhOWEtM2MxYTI4MGNmZWUxXkEyXkFqcGdeQXVyNDY2NzE2Mg@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt6029336,movie,N/A,N/A,N/A,N/A,True,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1744,Champion,2005,N/A,12 Mar 2005,82 min,Documentary,Joe Eckardt,Cecily Gambrell,"Danny Trejo, Dennis Hopper, Robert Rodriguez, Steve Buscemi","Danny Trejo, you know the man. He has fierce tattoos, and frequently plays a thug in your favorite movies. Behind the ink and the wicked characters he plays on screen lies the story of a ...",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BNzg5MTM4MTkzMF5BMl5BanBnXkFtZTcwMTI3MDAzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,390,tt0449472,movie,08 May 2007,N/A,FilmBuff,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1745,Go Down Death,2013,N/A,29 Jul 2014,87 min,"Comedy, Drama",Aaron Schimberg,Aaron Schimberg,"Lee Azzarello, Doug Barron, Burton Crane, Rayvin Disla",Physical and psychological devastation ravage a forsaken town. Based on the folktales of Jonathan Mallory Sinus.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjE4NTgwNDU5OF5BMl5BanBnXkFtZTcwODMwODA3OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.7,30,tt2024417,movie,N/A,N/A,Factory 25,N/A,True,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1746,Millennium Crisis,2007,R,03 Aug 2007,85 min,"Sci-Fi, Thriller",Andrew Bellware,"Andrew Bellware, Anthony Litton, Laura Schlachtmeyer","Clare Stevenson, Ted Raimi, Olja Hrustic, Daryl Boling","A violent alien species, the Kluduthu, kidnap Aurora and take her to their desert home planet because she holds a secret power which could wipe out all of humanity. But she escapes, only to...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTQ0ODY3NDU3MV5BMl5BanBnXkFtZTgwMDUyODMyNTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.4/10'}]",N/A,2.4,234,tt0496251,movie,29 Jan 2008,N/A,N/A,N/A,True,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1747,3 Days on the Cross,2017,N/A,N/A,108 min,"Drama, Mystery, Sci-Fi",Aaron Martinez,Aaron Martinez,"Nathan Martinez, Jordan Tanner, Luke Fowler, Mark Gibbons","An apocalyptic survivor searches for his daughter in the Terlingua desert while two caseworkers, holed up in a bunker, watch and record his every move.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMDViNTVkMGQtMDQ5My00ZTE5LTk0MTktYmUzNDUyZmIxNTdiXkEyXkFqcGdeQXVyODI2OTM3MjY@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7271958,movie,N/A,N/A,N/A,N/A,True,,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,Jane and the House of Miracles,2015,N/A,N/A,N/A,Drama,Brendan Kelly,Brendan Kelly,"Brendan Kelly, Aaron Avilez",A penitent bounty hunter goes to work with at Risk Kids and realizes he needs their help as much as they need his.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjQwNTQ0MzM5Ml5BMl5BanBnXkFtZTgwMjc3MTU0MzE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt4020692,movie,N/A,N/A,N/A,N/A,True,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1749,In Pursuit of Silence,2015,PG,23 Jun 2017,81 min,Documentary,Patrick Shen,N/A,"John Cage, Pico Iyer, Garry Moore, Steve Orfield",A film about our relationship with silence and the impact of noise on our lives.,"English, Japanese","USA, Belgium, China, Germany, Hong Kong, India, Japan, Taiwan, UK",2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BNTkwZjc3YTctZDk5ZC00NTAwLThjODQtMmQyNDhlMGZlYzE3XkEyXkFqcGdeQXVyMTg5MDEyNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,7.2,345,tt4026570,movie,N/A,N/A,N/A,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,Kreola,1993,R,21 May 1993,87 min,Drama,Antonio Bonifacio,Daniele Stroppa,"Demetra Hampton, Teodosio Losito, John Armstead, Cinzia Monreale","Gorgeous Kreola (Demetra Hampton) joins her husband Andy on a business trip to Santo Domingo, and finds her fidelity crumbling as she enters into a torrid affair with a handsome fisherman named Leon",Italian,Italy,N/A,https://m.media-amazon.com/images/M/MV5BYjdiMmQ0YjMtZmNhZC00NThkLWE1ZmUtODNhNGFlODlmMjFjXkEyXkFqcGdeQXVyMTAxMDQ0ODk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}]",N/A,4.3,93,tt0195007,movie,30 Mar 2010,N/A,N/A,N/A,True,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1751,Baby Obsession,2018,TV-14,01 Oct 2018,88 min,Thriller,Ruth Du,Anne Richardson,"Linsey Godfrey, Alicia Leigh Willis, Preston Jones, Jessica Blackmore","Anna Gray is pregnant and ready to start a family with her loving husband Jon. But she has no idea that Rachel, the mother of a baby who died from SIDS when Anna babysat her years ago, has ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYTIwMjgwZWQtNDY5Ni00NGYzLWE4MmYtZTRiMTVjNDMwNDkyXkEyXkFqcGdeQXVyMTQyNDk2NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]",N/A,5.0,74,tt8183570,movie,N/A,N/A,N/A,N/A,True,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1752,Fireteam Hateful,2008,N/A,N/A,74 min,Drama,Joshua Lee Yancey,Joshua Lee Yancey,"Carter Bissell, Amina El Etreby, Zach Lombardo, Casey Wooden","When four Marines are sent out into an unnamed desert on an increasingly confusing mission, they must decide for themselves where the real battle lines are drawn.",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt1507907,movie,N/A,N/A,N/A,N/A,True,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1753,Le Grand Pardon II,1992,R,09 Dec 1992,127 min,Crime,Alexandre Arcady,"Marc Angelo, Alexandre Arcady, Daniel Saint-Hamont, Cameron Watson","Roger Hanin, Richard Berry, Gérard Darmon, Christopher Walken",It's an all-out-war when a government agent tries to regain control of a turf struggle between drug lords,"English, French",France,N/A,https://m.media-amazon.com/images/M/MV5BMGY4NWQxZDgtMWZhOS00ZTQ5LTkwOTQtYzkyMjY4NWI4NjBmXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}]",N/A,4.3,333,tt0104363,movie,N/A,N/A,N/A,N/A,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1754,Küçük baliklar üzerine bir masal,1990,N/A,18 May 1990,N/A,"Drama, Romance",Baris Pirhasan,Baris Pirhasan,"Hale Soygazi, Nihat Ileri, Derya Köroglu, Yasemin Alkaya",N/A,Turkish,Turkey,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,93,tt0284245,movie,N/A,N/A,N/A,N/A,True,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1755,Preydators,2015,N/A,01 May 2015,77 min,"Action, Crime, Horror",Frank Shank,Frank Shank,"Kashif Sheikh, Frank Shank",what if it was your kid and if so how far would you go to get revenge?,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt4682598,movie,N/A,N/A,N/A,N/A,True,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1756,Cotton,2014,N/A,25 Dec 2014,93 min,Drama,Marty Madden,"Marty Madden, Marty Madden","Gary Cole, Erik Smith, Lusia Strus, Zoe Perry","A reluctant faith healer tries to escape his darkened past until his predatory evangelist mother tracks him down, stopping at nothing to get her son and his miraculous gifts back on the revival circuit.",English,USA,7 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMjI2NTM5MjIzNl5BMl5BanBnXkFtZTgwNDc1Mzc4MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}]",N/A,8.3,13,tt2063626,movie,N/A,N/A,N/A,N/A,True,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1757,Private Security Officer: Los Angeles,2010,NOT RATED,22 Dec 2010,84 min,"Action, Comedy, Crime",Scott Buchanan,"Dale Buchanan, Scott Buchanan","Mark Norris, Danilo Mancinelli, Kirk Bowman, Miranda Rayson","As Los Angeles grew to a population of over 5 million, crime was getting out of control. Budget cuts, low recruitment, and a rash of abuse lawsuits, left the LAPD unable to cope with the ...",English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,15,tt0960827,movie,N/A,N/A,N/A,N/A,True,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1758,He Dreams of Giants,2019,N/A,10 Nov 2019,85 min,Documentary,"Keith Fulton, Louis Pepe",N/A,"Adam Driver, Terry Gilliam, Jonathan Pryce","15 years after ""Lost in la Mancha"", Keith Fulton and Louis Pepe come back to follow Terry Gilliam's new (successful) attempt at filming ""The Man Who Killed Don Quixote"".",English,UK,N/A,https://m.media-amazon.com/images/M/MV5BMmE5ZWVhMWUtNTVlYS00MWM2LTg1M2MtYzQ2YjZlNmUyMjI0XkEyXkFqcGdeQXVyMzA4MDA0Mjc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8591046,movie,N/A,N/A,N/A,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,Calisthenics in New York,2015,N/A,08 Mar 2015,78 min,"Documentary, Biography, History",Ugis Rozenbahs,Ugis Rozenbahs,"Eduard Checo, Keith Fields, Giant, Keith Horan","First time you have a chance looking inside history of calisthenics. Stories, different opinions, suggestions, competitions, workouts, unseen footage, Truth.",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt4512990,movie,N/A,N/A,N/A,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1760,Annabelle Hooper and the Ghosts of Nantucket,2016,Unrated,09 Aug 2016,92 min,"Adventure, Family, Mystery",Paul Serafini,"Kieran McGowan, Stefne Miller (story), Paul Serafini (story)","Bailee Madison, Robert Capron, Rachel Resheff, Mavrick Moreno","Vacationing on historic Nantucket Island, a teenage mystery writer and her friends must outwit two scheming thieves to solve the secret behind a legendary ghost story.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjIxNzM1ODMyNF5BMl5BanBnXkFtZTgwMTg5NzE2ODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,536,tt3032060,movie,N/A,N/A,Angelina Pictures,N/A,True,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1761,Fall of an Actor,2009,NOT RATED,10 Oct 2009,120 min,Documentary,Garland Hewlett,"Garland Hewlett, Joel D. Wynkoop","Bill Cassinelli, Mike Christopher, Joe Davison, Krista Grotte",A camera documents the rise of actor Joel D. Wynkoop and his downfall.,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt3069196,movie,N/A,N/A,N/A,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1762,Disconnect. Reconnect.,2013,Not Rated,05 Mar 2013,91 min,Comedy,David Matthew Weese,David Matthew Weese,"Conner Bland, Matthew Forish, Tony Lemmon, Scott Nedbeg","Mark Van Der Poole, his wife, and two teenagers all understand what being ""connected"" is all about: Twitter,Facebook, Cell Phones, iPads, GPS - their frantic lives are bound to gadgets too ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjA0MDMxOTY3N15BMl5BanBnXkFtZTgwODAzMjU5MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.7/10'}]",N/A,3.7,19,tt3294904,movie,N/A,N/A,N/A,N/A,True,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763,Missed Connections,2015,Not Rated,31 Jan 2015,71 min,"Comedy, Family, Romance",Brandon Ho,Joseph Reidhead,"Kevin O'Keefe, Tatum Langton, Lawrence Fernandez, Bryce Chamberlain","Marc Reid, a romance novelist, is setup on a blind date by his over excited sister. Marc, a little less than enthusiastic, ends up picking up the wrong girl from the apartment complex.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjI1MzExNDgwMl5BMl5BanBnXkFtZTcwODQyMjIyOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",N/A,5.3,93,tt2427224,movie,N/A,N/A,N/A,N/A,True,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1764,Flag of My Father,2011,N/A,01 Nov 2011,90 min,"Drama, War",Rodney Ray,"Monica Grimm, Leslie Lamb, Rodney Ray (story), Rodney Ray","William Devane, GiGi Erneta, Andrew Sensenig, Patrick Kirton","William Devane portrays the families patriarch, while John Schneider plays the sister's protagonist, her cynical civilian brother.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNmNlZmJmYjEtMDFjNS00NzU5LTg5NzctN2JkODJlNzVjZmNjXkEyXkFqcGdeQXVyMTc5MzQ4OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,151,tt1554082,movie,N/A,N/A,R-Squ,N/A,True,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1765,Killer Love,2002,Not Rated,17 May 2002,90 min,Horror,Lloyd A. Simandl,Chris Hyde,"Kari Wuhrer, Tereza Duchková, David O'Kelly, Noel le Bon","After researching a 15th century serial killer, a young woman uses her expertise to outwit a modern-day monster that is driven by the same desire for blood.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTQyOTE2NTI4MV5BMl5BanBnXkFtZTcwMTE1MzUxMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.9/10'}]",N/A,3.9,62,tt0304291,movie,N/A,N/A,N/A,N/A,True,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1766,Out of Frame: Unseen Poverty in the Heartland,2015,NOT RATED,12 Nov 2015,75 min,Documentary,Jason R. Fischer,N/A,N/A,"In the richest country in the world. A segment of the population is teetering. ""Out of Frame"" will face head-on an issue and a population largely ignored - but fully present in our communities.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYmMyYjIyMmUtZjI3Ni00MWFlLWEzYmQtZmQ0MWRkMmNlNmI4XkEyXkFqcGdeQXVyNjAxNDc2MzA@._V1_SX300.jpg,[],N/A,N/A,N/A,tt5776620,movie,N/A,N/A,N/A,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,Teenage Space Vampires,1999,PG,15 Nov 2018,90 min,"Action, Sci-Fi",Martin Wood,Martin Wood,"Robin Dunne, Mac Fyfe, James Kee, Lindy Booth","Bill, a high school student and avid horror movie fan, witnesses a UFO flying over his town. When the ship lands the next day, Bill and a team from SETI discover that the alien is a strange...",English,"Romania, Canada, USA",N/A,https://m.media-amazon.com/images/M/MV5BMTg4NzgyODAzOV5BMl5BanBnXkFtZTcwNDM0NzYxMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.5/10'}]",N/A,2.5,421,tt0192669,movie,18 May 1999,N/A,Full Moon,N/A,True,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1768,Still Screaming: The Ultimate Scary Movie Retrospective,2011,Not Rated,14 Apr 2011,90 min,Documentary,Ryan Turek,Ryan Turek,"David Arquette, Brian Avery, Lisa Beach, Marco Beltrami","A year in the making, Still Screaming is the definitive documentary on the making of the iconic Scream movies. Dive into the fascinating success story of the classic trilogy with on-set ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjE2MTU1NzAzN15BMl5BanBnXkFtZTcwMTQxOTg3OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,338,tt1792617,movie,N/A,N/A,N/A,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769,Liberation Day,2016,N/A,27 Apr 2018,100 min,"Documentary, Music","Ugis Olte, Morten Traavik",Morten Traavik (story),"Boris Benko, Tomaz Cubej, Milan Fras, Janez Gabric",ALL ART IS PROPAGANDA. George Orwell ...AND ALL PROPAGANDA IS ART. Laibach,English,"Latvia, Norway, Slovenia",N/A,https://m.media-amazon.com/images/M/MV5BNGJiZjE0ZmUtZTI4Yi00YTVlLWJmNTQtNDJmOGY4MGRlODk3XkEyXkFqcGdeQXVyNjQ0MjA3Njk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,7.6,644,tt5847760,movie,N/A,N/A,VFS Films,N/A,True,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770,As I Stand,2013,NOT RATED,05 Feb 2013,116 min,"Drama, Family",Carlo Nicoletta,"Carlo Nicoletta (story), Carlo Nicoletta","Ian Hutton, Adam Griffith, Vanessa Amador, Thomas Hitchcock","This heartwarming story follows two families that are brought together by tragedy but forever joined through faith. Devin Wheeler and Matthew Daniels are loving, hard working men who ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTk3NTM2MzMyN15BMl5BanBnXkFtZTcwNzc5NjY4OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,75,tt2058575,movie,05 Feb 2013,N/A,Divine Sign Pictures,N/A,True,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1771,Butt Boy,2019,N/A,04 May 2020,100 min,"Comedy, Sci-Fi, Thriller",Tyler Cornack,"Tyler Cornack, Ryan Koch","Angela Jones, Tyler Cornack, Tyler Rice, Tyler Dryden","Chip Gutchel, a bored married IT Engineer, has a reawakening after a routine prostate exam. What starts as a harmless rectal kink, soon grows into a dangerous addiction as he becomes ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BY2VjMzkxZjgtZjQ2My00YzVkLThjMTEtNWFkMzc3MDRiMTY2XkEyXkFqcGdeQXVyOTMzOTMzMTg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,54,tt7879442,movie,N/A,N/A,Tiny Cinema,N/A,True,,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1772,N (Io e Napoleone),2006,N/A,13 Oct 2006,110 min,"Comedy, History, War",Paolo Virzì,"Francesco Bruni (screenplay), Ernesto Ferrero (novel), Furio Scarpelli (screenplay), Giacomo Scarpelli (screenplay), Paolo Virzì (screenplay)","Daniel Auteuil, Elio Germano, Monica Bellucci, Sabrina Impacciatore","Elba island, 1814. Martino is a young teacher, idealist and strongly anti Napoleon, in love with the beautiful and noble Baroness Emily. The young man finds himself serving as librarian to ...","Italian, French","Italy, Spain, France",7 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BOGU2MzI5YzAtOWU2NC00YWE5LTllMjQtMWJlZDVkMjY5MzI1XkEyXkFqcGdeQXVyNTA0OTU0OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,"1,122",tt0462002,movie,N/A,N/A,SND,N/A,True,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1773,Random Tropical Paradise,2017,Not Rated,09 Jun 2017,101 min,Comedy,Sanjeev Sirpal,Sanjeev Sirpal,"Bryan Greenberg, Brooks Wheelan, Spencer Grammer, Kyle Kinane","For Harry Fluder, life was working out exactly how he thought it was supposed to. He had a great job, loyal friends, and the perfect fiancee. However, finding one of his maybe not-so-loyal ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTgwNTUzYmUtZmFhMC00MGI0LWE3MDUtOTU1MjBjMzE3NjAxL2ltYWdlXkEyXkFqcGdeQXVyNjY1OTcwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}]",N/A,4.4,306,tt5244974,movie,N/A,N/A,Gunpowder &amp; Sky Distribution,N/A,True,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774,False Hope,2007,N/A,10 Apr 2007,102 min,Drama,Gavin W. Miller,Gavin W. Miller,"Ben Backus, Breanna Brooks, Chase Coleman, Brenda Croswell","A paralyzed man loses his faith and will to live when a tragedy takes the life of his young son, and only a dying little girl named Hope and a dying little boy named Mason can restore the man's faith and save his life.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTQ2Mjg0MDkyNF5BMl5BanBnXkFtZTgwOTEzNDA2MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,5,tt1562852,movie,N/A,N/A,N/A,N/A,True,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,Raise Your Kids on Seltzer,2015,N/A,01 Jul 2015,118 min,"Comedy, Drama",Daniel Kremer,"Jeff Kao, Daniel Kremer, Penny Werner","William Cully Allen, Pamela Ambler, Alanna Blair, Kris Caltagirone","Terry and Tessa are married ex cult deprogrammers living in the San Francisco Bay Area. A ""deprogrammer"" is a professional contracted by families to kidnap people away from dangerous cults ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNTAxMTk0MjAxN15BMl5BanBnXkFtZTgwMDI5NDE3NDE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt3317022,movie,N/A,N/A,N/A,N/A,True,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
